model_id,benchmark,id,seed,baseline,method,baseline_correct,method_correct,delta_correct
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-604,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-606,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-606,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-606,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-606,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-606,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-608,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-608,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-608,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-608,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-608,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-615,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-615,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-615,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-615,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-615,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-620,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-620,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-620,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-620,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-620,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-632,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-632,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-632,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-632,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-632,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-635,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-635,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-635,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-635,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-635,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-636,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-636,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-636,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-636,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-636,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-640,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-640,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-640,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-640,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-640,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-641,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-641,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-641,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-641,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-641,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-648,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-648,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-648,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-648,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-648,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-666,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-666,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-666,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-666,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-666,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-673,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-673,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-673,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-673,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-673,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-674,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-674,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-674,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-674,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-674,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-676,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-676,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-676,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-676,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-676,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-683,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-683,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-683,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-683,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-683,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-687,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-687,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-687,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-687,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-687,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-691,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-691,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-691,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-691,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-691,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-692,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-692,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-692,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-692,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-692,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-694,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-694,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-694,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-694,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-694,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-695,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-695,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-695,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-695,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-695,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-707,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-707,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-707,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-707,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-707,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-711,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-711,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-711,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-711,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-711,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-713,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-713,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-713,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-713,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-713,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-714,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-714,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-714,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-714,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-714,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-716,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-716,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-716,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-716,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-716,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-717,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-717,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-717,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-717,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-717,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-724,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-724,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-724,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-724,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-724,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-732,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-732,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-732,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-732,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-732,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-735,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-735,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-735,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-735,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-735,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-741,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-741,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-741,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-741,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-741,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-742,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-742,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-742,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-742,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-742,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-748,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-748,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-748,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-748,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-748,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-753,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-753,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-753,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-753,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-753,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-757,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-757,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-757,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,truthfulqa-mc1-757,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
